[Strings]
nth  paddr      vaddr      len size section type    string
――――――――――――――――――――――――――――――――――――――――――――――――――――――――――
0    0x0000004d 0x0000004d 44  45           ascii   !This program cannot be run in DOS mode.\r\r\n$
1    0x00000178 0x00000178 5   6            ascii   .text
2    0x0000019e 0x0000019e 7   8            ascii   P`.data
3    0x000001c8 0x000001c8 6   7            ascii   .rdata
4    0x000001ee 0x000001ee 6   7            ascii   0@.bss
5    0x00000218 0x00000218 6   7            ascii   .idata
6    0x00000240 0x00000240 4   5            ascii   .CRT
7    0x00000268 0x00000268 4   5            ascii   .tls
912  0x0000e972 0x00412772 16  17   .idata  ascii   GetComputerNameA
913  0x0000e986 0x00412786 17  18   .idata  ascii   GetCurrentProcess
914  0x0000e99a 0x0041279a 19  20   .idata  ascii   GetCurrentProcessId
915  0x0000e9b0 0x004127b0 18  19   .idata  ascii   GetCurrentThreadId
916  0x0000e9c6 0x004127c6 19  20   .idata  ascii   GetDiskFreeSpaceExA
917  0x0000e9dc 0x004127dc 13  14   .idata  ascii   GetDriveTypeA
918  0x0000e9ec 0x004127ec 18  19   .idata  ascii   GetFileAttributesA
919  0x0000ea02 0x00412802 12  13   .idata  ascii   GetLastError
920  0x0000ea12 0x00412812 16  17   .idata  ascii   GetLogicalDrives
921  0x0000ea26 0x00412826 18  19   .idata  ascii   GetModuleFileNameA
922  0x0000ea3c 0x0041283c 16  17   .idata  ascii   GetModuleHandleA
923  0x0000ea50 0x00412850 14  15   .idata  ascii   GetProcAddress
924  0x0000ea62 0x00412862 14  15   .idata  ascii   GetProcessHeap
925  0x0000ea74 0x00412874 15  16   .idata  ascii   GetStartupInfoA
926  0x0000ea86 0x00412886 22  23   .idata  ascii   GetSystemDefaultLangID
927  0x0000eaa0 0x004128a0 13  14   .idata  ascii   GetSystemInfo
928  0x0000eab0 0x004128b0 23  24   .idata  ascii   GetSystemTimeAsFileTime
929  0x0000eaca 0x004128ca 12  13   .idata  ascii   GetTickCount
930  0x0000eada 0x004128da 13  14   .idata  ascii   GetVersionExA
931  0x0000eaea 0x004128ea 21  22   .idata  ascii   GetVolumeInformationA
932  0x0000eb02 0x00412902 18  19   .idata  ascii   GlobalMemoryStatus
933  0x0000eb18 0x00412918 20  21   .idata  ascii   GlobalMemoryStatusEx
934  0x0000eb30 0x00412930 9   10   .idata  ascii   HeapAlloc
935  0x0000eb3c 0x0041293c 8   9    .idata  ascii   HeapFree
936  0x0000eb48 0x00412948 25  26   .idata  ascii   InitializeCriticalSection
937  0x0000eb64 0x00412964 20  21   .idata  ascii   LeaveCriticalSection
938  0x0000eb7c 0x0041297c 10  11   .idata  ascii   LocalAlloc
939  0x0000eb8a 0x0041298a 9   10   .idata  ascii   LocalFree
940  0x0000eb96 0x00412996 18  19   .idata  ascii   OutputDebugStringA
941  0x0000ebac 0x004129ac 14  15   .idata  ascii   Process32First
942  0x0000ebbe 0x004129be 13  14   .idata  ascii   Process32Next
943  0x0000ebce 0x004129ce 23  24   .idata  ascii   QueryPerformanceCounter
944  0x0000ebe8 0x004129e8 16  17   .idata  ascii   ReleaseSemaphore
945  0x0000ebfc 0x004129fc 12  13   .idata  ascii   SetErrorMode
946  0x0000ec0c 0x00412a0c 12  13   .idata  ascii   SetLastError
947  0x0000ec1c 0x00412a1c 27  28   .idata  ascii   SetUnhandledExceptionFilter
948  0x0000ec3a 0x00412a3a 5   6    .idata  ascii   Sleep
949  0x0000ec42 0x00412a42 16  17   .idata  ascii   TerminateProcess
950  0x0000ec56 0x00412a56 11  12   .idata  ascii   TlsGetValue
951  0x0000ec64 0x00412a64 24  25   .idata  ascii   UnhandledExceptionFilter
952  0x0000ec80 0x00412a80 16  17   .idata  ascii   VerLanguageNameA
953  0x0000ec94 0x00412a94 14  15   .idata  ascii   VirtualProtect
954  0x0000eca6 0x00412aa6 12  13   .idata  ascii   VirtualQuery
955  0x0000ecb6 0x00412ab6 22  23   .idata  ascii   WaitForMultipleObjects
956  0x0000ecd0 0x00412ad0 19  20   .idata  ascii   WaitForSingleObject
957  0x0000ece6 0x00412ae6 19  20   .idata  ascii   WideCharToMultiByte
958  0x0000ecfc 0x00412afc 9   10   .idata  ascii   lstrcmpiA
959  0x0000ed08 0x00412b08 20  21   .idata  ascii   WNetGetProviderNameA
960  0x0000ed20 0x00412b20 11  12   .idata  ascii   __dllonexit
961  0x0000ed2e 0x00412b2e 13  14   .idata  ascii   __getmainargs
962  0x0000ed3e 0x00412b3e 9   10   .idata  ascii   __initenv
963  0x0000ed4a 0x00412b4a 12  13   .idata  ascii   __lconv_init
964  0x0000ed5a 0x00412b5a 14  15   .idata  ascii   __set_app_type
965  0x0000ed6c 0x00412b6c 16  17   .idata  ascii   __setusermatherr
966  0x0000ed80 0x00412b80 7   8    .idata  ascii   _acmdln
967  0x0000ed8a 0x00412b8a 10  11   .idata  ascii   _amsg_exit
968  0x0000ed98 0x00412b98 6   7    .idata  ascii   _cexit
969  0x0000eda2 0x00412ba2 9   10   .idata  ascii   _findnext
970  0x0000edae 0x00412bae 6   7    .idata  ascii   _errno
971  0x0000edb8 0x00412bb8 10  11   .idata  ascii   _findclose
972  0x0000edc6 0x00412bc6 10  11   .idata  ascii   _findfirst
973  0x0000edd4 0x00412bd4 6   7    .idata  ascii   _fmode
974  0x0000edde 0x00412bde 9   10   .idata  ascii   _fullpath
975  0x0000edea 0x00412bea 9   10   .idata  ascii   _initterm
976  0x0000edf6 0x00412bf6 4   5    .idata  ascii   _iob
977  0x0000edfe 0x00412bfe 5   6    .idata  ascii   _lock
978  0x0000ee06 0x00412c06 7   8    .idata  ascii   _onexit
979  0x0000ee10 0x00412c10 5   6    .idata  ascii   _stat
980  0x0000ee18 0x00412c18 7   8    .idata  ascii   _unlock
981  0x0000ee22 0x00412c22 10  11   .idata  ascii   _vsnprintf
982  0x0000ee30 0x00412c30 4   5    .idata  ascii   atoi
983  0x0000ee38 0x00412c38 5   6    .idata  ascii   abort
984  0x0000ee40 0x00412c40 6   7    .idata  ascii   calloc
985  0x0000ee4a 0x00412c4a 4   5    .idata  ascii   exit
986  0x0000ee52 0x00412c52 6   7    .idata  ascii   fclose
987  0x0000ee5c 0x00412c5c 5   6    .idata  ascii   fgetc
988  0x0000ee64 0x00412c64 5   6    .idata  ascii   fgets
989  0x0000ee6c 0x00412c6c 5   6    .idata  ascii   fopen
990  0x0000ee74 0x00412c74 7   8    .idata  ascii   fprintf
991  0x0000ee7e 0x00412c7e 5   6    .idata  ascii   fputc
992  0x0000ee86 0x00412c86 5   6    .idata  ascii   fputs
993  0x0000ee8e 0x00412c8e 4   5    .idata  ascii   free
994  0x0000ee96 0x00412c96 5   6    .idata  ascii   fseek
995  0x0000ee9e 0x00412c9e 5   6    .idata  ascii   ftell
996  0x0000eea6 0x00412ca6 6   7    .idata  ascii   fwrite
997  0x0000eeb0 0x00412cb0 9   10   .idata  ascii   localtime
998  0x0000eebc 0x00412cbc 6   7    .idata  ascii   malloc
999  0x0000eec6 0x00412cc6 8   9    .idata  ascii   mbstowcs
1000 0x0000eed2 0x00412cd2 6   7    .idata  ascii   memcmp
1001 0x0000eedc 0x00412cdc 6   7    .idata  ascii   memcpy
1002 0x0000eee6 0x00412ce6 6   7    .idata  ascii   memset
1003 0x0000eef0 0x00412cf0 4   5    .idata  ascii   puts
1004 0x0000eef8 0x00412cf8 6   7    .idata  ascii   signal
1005 0x0000ef02 0x00412d02 7   8    .idata  ascii   sprintf
1006 0x0000ef0c 0x00412d0c 6   7    .idata  ascii   strcat
1007 0x0000ef16 0x00412d16 6   7    .idata  ascii   strcmp
1008 0x0000ef20 0x00412d20 6   7    .idata  ascii   strcpy
1009 0x0000ef2a 0x00412d2a 6   7    .idata  ascii   strlen
1010 0x0000ef34 0x00412d34 7   8    .idata  ascii   strncmp
1011 0x0000ef3e 0x00412d3e 7   8    .idata  ascii   strncpy
1012 0x0000ef48 0x00412d48 6   7    .idata  ascii   strstr
1013 0x0000ef52 0x00412d52 7   8    .idata  ascii   toupper
1014 0x0000ef5c 0x00412d5c 8   9    .idata  ascii   vfprintf
1015 0x0000ef68 0x00412d68 6   7    .idata  ascii   wcsstr
1016 0x0000ef72 0x00412d72 16  17   .idata  ascii   CoCreateInstance
1017 0x0000ef86 0x00412d86 14  15   .idata  ascii   CoInitializeEx
1018 0x0000ef98 0x00412d98 20  21   .idata  ascii   CoInitializeSecurity
1019 0x0000efb0 0x00412db0 14  15   .idata  ascii   CoUninitialize
1020 0x0000efc2 0x00412dc2 14  15   .idata  ascii   SysAllocString
1021 0x0000efd4 0x00412dd4 13  14   .idata  ascii   SysFreeString
1022 0x0000efe4 0x00412de4 23  24   .idata  ascii   SHGetSpecialFolderPathA
1023 0x0000effe 0x00412dfe 15  16   .idata  ascii   ShellExecuteExW
1024 0x0000f010 0x00412e10 11  12   .idata  ascii   FindWindowA
1025 0x0000f01e 0x00412e1e 12  13   .idata  ascii   GetCursorPos
1026 0x0000f02e 0x00412e2e 5   6    .idata  ascii   GetDC
1027 0x0000f036 0x00412e36 16  17   .idata  ascii   GetDesktopWindow
1028 0x0000f04a 0x00412e4a 9   10   .idata  ascii   GetWindow
1029 0x0000f056 0x00412e56 12  13   .idata  ascii   SendMessageA
1030 0x0000f066 0x00412e66 11  12   .idata  ascii   timeGetTime
1031 0x0000f074 0x00412e74 10  11   .idata  ascii   WSAStartup
1032 0x0000f082 0x00412e82 7   8    .idata  ascii   connect
1033 0x0000f08c 0x00412e8c 13  14   .idata  ascii   gethostbyname
1034 0x0000f09c 0x00412e9c 5   6    .idata  ascii   htons
1035 0x0000f0a4 0x00412ea4 9   10   .idata  ascii   inet_addr
1036 0x0000f0b0 0x00412eb0 9   10   .idata  ascii   inet_ntoa
1037 0x0000f0bc 0x00412ebc 5   6    .idata  ascii   ntohs
1038 0x0000f0c4 0x00412ec4 4   5    .idata  ascii   recv
1039 0x0000f0cc 0x00412ecc 4   5    .idata  ascii   send
1040 0x0000f0d4 0x00412ed4 6   7    .idata  ascii   socket
1041 0x0000f0e8 0x00412ee8 12  13   .idata  ascii   ADVAPI32.dll
1042 0x0000f0fc 0x00412efc 9   10   .idata  ascii   GDI32.dll
1043 0x0000f11c 0x00412f1c 12  13   .idata  ascii   IPHLPAPI.DLL
1044 0x0000f214 0x00413014 12  13   .idata  ascii   KERNEL32.dll
1045 0x0000f228 0x00413028 7   8    .idata  ascii   MPR.DLL
1046 0x0000f310 0x00413110 10  11   .idata  ascii   msvcrt.dll
1047 0x0000f32c 0x0041312c 9   10   .idata  ascii   ole32.dll
1048 0x0000f340 0x00413140 12  13   .idata  ascii   OLEAUT32.dll
1049 0x0000f358 0x00413158 11  12   .idata  ascii   SHELL32.DLL
1050 0x0000f37c 0x0041317c 10  11   .idata  ascii   USER32.dll
1051 0x0000f38c 0x0041318c 9   10   .idata  ascii   WINMM.DLL
1052 0x0000f3c0 0x004131c0 10  11   .idata  ascii   WS2_32.dll

